industry,name,rank,founded,country
Pharma,BEC Chemicals,2896,1979 (44 yrs old),
Education & Training,Mody University Science Technology,2899,1998 (25 yrs old),
Industrial Machinery,Tag Corporation,2895,1972 (51 yrs old),
Auto Components,GRP,2893,1974 (49 yrs old),
Fashion & Textile,Vardhman Acrylics,2890,1990 (33 yrs old),
Real Estate,Vensa Infrastructure,2891,2012 (11 yrs old),
Electrical Equipment,Trinity Touch,2892,1998 (25 yrs old),
Internet,Stylebaazar,2889,2013 (10 yrs old),
Logistics,Scorpion Express,2887,2000 (23 yrs old),
Recruitment,Bellfast Management,2886,1995 (28 yrs old),
FinTech,Verinite Technologies,2888,2011 (12 yrs old),
Logistics / Shipping,Life Care Logistic,2884,1998 (25 yrs old),
IT Services & Consulting,Oasis,2885,1993 (30 yrs old),
Analytics & KPO,Moody's Analytics Knowledge Services,2883,2002 (21 yrs old),
Electrical Equipment,Eon Electric,2882,1958 (65 yrs old),
Industrial Machinery,Donaldson India Filter Systems,2881,1915 (108 yrs old),
Financial Services,Margdarshak Financial Services,2880,2007 (16 yrs old),
Financial Services,Axis Asset Management Company,2879,2009 (14 yrs old),
,Krazy Mantra IT,2876,2008 (15 yrs old),
Engineering & Construction,Jaguar Overseas,2877,1991 (32 yrs old),
Industrial Machinery,Universal Precision Screws,2875,2006 (17 yrs old),
Beverage,Bira 91,2874,2015 (8 yrs old),
Industrial Machinery,Radiant Hitech Eng,2878,1979 (44 yrs old),
IT Services & Consulting,EqualizeRCM Services,2873,2004 (19 yrs old),
Education & Training,U C S K M Public School,2872,,
IT Services & Consulting,DLT Lab Technologies,2869,2017 (6 yrs old),
Automobile,Spaco Technologies,2870,1971 (52 yrs old),
IT Services & Consulting,EqualizeRCM Services,2871,2004 (19 yrs old),
Industrial Machinery,Universal Precision Screws,2868,2006 (17 yrs old),
Logistics / Shipping,Life Care Logistic,2866,1998 (25 yrs old),
IT Services & Consulting,Vowelweb,2913,2013 (10 yrs old),
Healthcare,Aegis Associates,2867,2000 (23 yrs old),
Non-Profit,Pradhan Mantri Kaushal Kendra,3000,,
IT Services & Consulting,Arcon TechSolutions,2999,2006 (17 yrs old),
Iron & Steel,JSW Ispat Special Products,2998,,
Gaming,Mobile Premier League,2997,2018 (5 yrs old),
,SOGEFI ENGINE SYSTEMS INDIA,2996,,
Management Consulting,Dhruv Research,2994,2020 (3 yrs old),
IT Services & Consulting,Bhavna Corp.,2995,2013 (10 yrs old),
EdTech,MASAI School,2993,2019 (4 yrs old),
Marketing & Advertising,Hoppoo Lifestyle India,2992,2019 (4 yrs old),
Telecom,Tata Docomo,2991,1996 (27 yrs old),
IT Services & Consulting,Deqode,2990,2012 (11 yrs old),
Investment Banking / Venture Capital / Private Equity,Saxo Group India,2989,1998 (25 yrs old),
Education & Training,ShapeMySkills,2988,2017 (6 yrs old),
Logistics,Amazon Distribution,2986,,
Education & Training,Salarycanyon,2985,2021 (2 yrs old),
Non-Profit,Narayan Seva Sansthan,2984,1985 (38 yrs old),
Real Estate,Merlin Group,2987,1984 (39 yrs old),
Software Product,Azuga Telematics,2983,2012 (11 yrs old),
Beverage,Storia Foods,2982,2016 (7 yrs old),
Internet,eBay,2980,1995 (28 yrs old),
Financial Services,GILLANDERS ARBUTHNOT & CO,2981,1935 (88 yrs old),
IT Services & Consulting,Dhanush InfoTech,2979,2008 (15 yrs old),
IT Services & Consulting,Tejora,2977,2003 (20 yrs old),
Investment Banking / Venture Capital / Private Equity,Asit C Mehta Investment Interrmediates,2978,1985 (38 yrs old),
Engineering & Construction,Jindal ITF,2973,2007 (16 yrs old),
IT Services & Consulting,MPOnline,2975,2006 (17 yrs old),
Financial Services,GILLANDERS ARBUTHNOT & CO,2974,1935 (88 yrs old),
IT Services & Consulting,GreenPoint Global,2976,2001 (22 yrs old),
Non-Profit,American India Foundation,2972,2001 (22 yrs old),
Analytics & KPO,InSync Analytics,3015,2006 (17 yrs old),
Fashion & Textile,Groz - Beckert Asia,3099,1852 (171 yrs old),
Pharma,PCI,3098,1948 (75 yrs old),
Media & Entertainment,Balaji Telefilms,3100,1994 (29 yrs old),
Semiconductors,Cerium Systems,3097,2013 (10 yrs old),
Hospitality,Golden Tulip Chandigarh,3094,1962 (61 yrs old),
Education & Training,Sacred Heart School,3096,,
Government,Government of Kerala,3095,1956 (67 yrs old),
Software Product,Inspace Technologies,3093,2003 (20 yrs old),
IT Services & Consulting,Tejora,3092,2003 (20 yrs old),
Food Processing,Pravin Masalewale,3091,1962 (61 yrs old),
Agro Chemicals,KRIBHCO Fertilizers Limited,3090,1995 (28 yrs old),
Printing & Publishing,McGraw-Hill Education,3087,2019 (4 yrs old),
Engineering & Construction,Jindal ITF,3089,2007 (16 yrs old),
Agriculture,SeedWorks International,3086,1998 (25 yrs old),
IT Services & Consulting,E2E Networks,3088,2009 (14 yrs old),
Marketing & Advertising,Kestone Integrated Marketing Services,3085,1997 (26 yrs old),
IT Services & Consulting,Webguru Infosystems,3084,2005 (18 yrs old),
Medical Equipment,Amplifon,3083,1950 (73 yrs old),
Non-Profit,The Art of Living,3081,1981 (42 yrs old),
Education & Training,Sgt Medical College Hospital Research Institute,3082,2010 (13 yrs old),
Industrial Machinery,Sterling Generators,3080,1995 (28 yrs old),
Oil & Gas,Precision Seals Manufacturing,3078,1989 (34 yrs old),
Agro Chemicals,Mangalore Chemicals & Fertilizers,3079,1974 (49 yrs old),
Pharma,LARVOL,3077,2004 (19 yrs old),
Auto Components,Castex Technologies,3074,1983 (40 yrs old),
Chemicals,Chemspec Chemicals,3075,1978 (45 yrs old),
Auto Components,Alpha Maier,3076,2011 (12 yrs old),
Food Processing,Rakesh Masala,3073,1996 (27 yrs old),
Pharma,Nestor Pharmaceuticals,3072,1917 (106 yrs old),
Engineering & Construction,Indus Projects,3070,2001 (22 yrs old),
Engineering & Construction,Imperial Electric Company,3071,2011 (12 yrs old),
Power,Trn Energy,3069,2006 (17 yrs old),
Engineering & Construction,Ssnr Projects.pvt.ltd,3067,2012 (11 yrs old),
Packaging,Skypack,3068,1973 (50 yrs old),
Pharma,Virchow Laboratories,3065,1981 (42 yrs old),
Management Consulting,Formula Group,3064,2004 (19 yrs old),
Education & Training,Kalinga University,3066,2013 (10 yrs old),
Other,Keya Foods International,3179,2009 (14 yrs old),
Hospitality,The Irish House,3178,2011 (12 yrs old),
Auto Components,Besmak Components,3199,1994 (29 yrs old),
Healthcare / Pharma,Pharma Companies,3200,,
Healthcare,Contacare Eye Hospital,3197,1987 (36 yrs old),
Engineering & Construction,Jasubhai Engineering Pvt.ltd,3196,1967 (56 yrs old),
Industrial Automation,Renishaw,3198,1973 (50 yrs old),
Design,Insta Exhibition,3195,2003 (20 yrs old),
Healthcare,Bhagwan Mahaveer Cancer Hospital & Research Centre,3194,1997 (26 yrs old),
IT Services & Consulting,Volansys Technologies,3193,2008 (15 yrs old),
IT Services & Consulting,Symbiosys Technologies,3192,2001 (22 yrs old),
Fashion & Textile,Saffron Lifestyle Traders,3191,1997 (26 yrs old),
Agriculture,Phi Seeds,3190,1976 (47 yrs old),
Engineering & Construction,Urbacon Trading & Contracting,3189,2011 (12 yrs old),
Food Processing,Beam Suntory,3186,2014 (9 yrs old),
Accounting & Auditing,Cogneesol,3187,2008 (15 yrs old),
BPO,Mallcom,3188,1983 (40 yrs old),
Pharma,Bharat Parenterals,3185,1992 (31 yrs old),
Engineering & Construction,Jasubhai Engineering Pvt.ltd,3183,1967 (56 yrs old),
Engineering & Construction,Ssnr Projects.pvt.ltd,3184,2012 (11 yrs old),
Healthcare / Pharma,Pharma Companies,3182,,
Healthcare,D Y Patil Hospital,3181,1996 (27 yrs old),
IT Services & Consulting,Dhanush InfoTech,3177,2008 (15 yrs old),
Accounting & Auditing,Cogneesol,3176,2008 (15 yrs old),
BPO,Mallcom,3180,1983 (40 yrs old),
Investment Banking / Venture Capital / Private Equity,Asit C Mehta Investment Interrmediates,3174,1985 (38 yrs old),
Healthcare,Bhagwan Mahaveer Cancer Hospital & Research Centre,3175,1997 (26 yrs old),
IT Services & Consulting,Volansys Technologies,3173,2008 (15 yrs old),
IT Services & Consulting,Symbiosys Technologies,3172,2001 (22 yrs old),
Fashion & Textile,Saffron Lifestyle Traders,3171,1997 (26 yrs old),
Packaging,Skypack,3169,1973 (50 yrs old),
Pharma,Virchow Laboratories,3170,1981 (42 yrs old),
Engineering & Construction,Urbacon Trading & Contracting,3168,2011 (12 yrs old),
Healthcare,Contacare Eye Hospital,3166,1987 (36 yrs old),
Management Consulting,Formula Group,3167,2004 (19 yrs old),
Agriculture,Phi Seeds,3165,1976 (47 yrs old),
FMCG,Greendot Health Foods,3164,2009 (14 yrs old),
Healthcare,Vasu Healthcare,3212,1980 (43 yrs old),
Fashion & Textile,Shri Lakshmi Cotsyn,3300,1988 (35 yrs old),
Logistics,FONTY Supply Chain Solutions,3299,,
Electronics Manufacturing,Signals and Systems,3297,1995 (28 yrs old),
Engineering & Construction,Kazstroy Services,3296,2001 (22 yrs old),
Education & Training,St. Paul's School,3295,,
Pharma,Nestor Pharmaceuticals,3298,1917 (106 yrs old),
Food Processing,Beam Suntory,3294,2014 (9 yrs old),
Auto Components,Besmak Components,3293,1994 (29 yrs old),
Chemicals,Mk Enterprises,3292,1981 (42 yrs old),
Engineering & Construction,RPP Infra Projects,3290,1988 (35 yrs old),
Logistics,Bothra Group,3291,1977 (46 yrs old),
Financial Services,Raaj Khosla & Co.,3289,,
Auto Components,Alpha Maier,3287,2011 (12 yrs old),
Food Processing,Rakesh Masala,3288,1996 (27 yrs old),
Education & Training,Sandip Foundation,3285,2005 (18 yrs old),
Chemicals,Chemspec Chemicals,3286,1978 (45 yrs old),
Engineering & Construction,Indus Projects,3284,2001 (22 yrs old),
Hospitality,The Irish House,3283,2011 (12 yrs old),
Education & Training,Kalinga University,3282,2013 (10 yrs old),
Other,Keya Foods International,3280,2009 (14 yrs old),
FMCG,Sekhani Industries,3279,1970 (53 yrs old),
IT Services & Consulting,Irvine Infocom,3277,2016 (7 yrs old),
Healthcare,Royal Care Super Speciality Hospital,3278,2015 (8 yrs old),
Education & Training,Father Muller Medical College Hospital,3281,1880 (143 yrs old),
Internet,Affordplan,3276,2016 (7 yrs old),
Software Product,Zopsmart Technology,3275,2014 (9 yrs old),
Automobile,Transport Solutions India,3274,2000 (23 yrs old),
IT Services & Consulting,Cenduit India Services,3272,2007 (16 yrs old),
Healthcare,Alexis Multispeciality Hospital,3273,2010 (13 yrs old),
Industrial Machinery,Cogeme Precision Parts,3271,2007 (16 yrs old),
Healthcare / Pharma,Primary Health Centre,3270,,
Engineering & Construction,Imperial Electric Company,3269,2011 (12 yrs old),
Healthcare,Ankura Hospital,3268,2011 (12 yrs old),
Education & Training,RICE GROUP,3301,1985 (38 yrs old),
Retail,24seven,3267,,
BPO,Eos,3400,1997 (26 yrs old),
Financial Services,Saggraha Management Services,3356,2014 (9 yrs old),
Industrial Automation,Renishaw,3399,1973 (50 yrs old),
Design,Insta Exhibition,3395,2003 (20 yrs old),
Education & Training,Pace IIT & Medical,3397,1999 (24 yrs old),
Medical Equipment,Amplifon,3396,1950 (73 yrs old),
Education & Training,RICE GROUP,3398,1985 (38 yrs old),
Healthcare,Ankura Hospital,3394,2011 (12 yrs old),
Internet,Affordplan,3393,2016 (7 yrs old),
Automobile,Transport Solutions India,3391,2000 (23 yrs old),
,ORISSA METALIKS,3392,,
Financial Services,Ujala Credit Co-Operative Society,3390,2012 (11 yrs old),
Pharma,Ergos Life Sciences,3387,2017 (6 yrs old),
Consulting,A-Check Global,3389,,
Law Enforcement & Security,CISB,3388,2004 (19 yrs old),
Beauty & Personal Care,Auraine Botanicals,3386,2014 (9 yrs old),
Internet,Ondoor Concepts,3384,2014 (9 yrs old),
Beauty & Personal Care,LAKME ACADEMY,3385,1980 (43 yrs old),
Logistics,FONTY Supply Chain Solutions,3383,,
IT Services & Consulting,Proziod Analytics,3500,2016 (7 yrs old),
Education & Training,STEM Learning,3499,2011 (12 yrs old),
IT Services & Consulting,Ornate TechnoServices,3497,2009 (14 yrs old),
IT Services & Consulting,LA Technologies,3498,,
Education & Training,SRM Institute of Science and Technology,3496,1985 (38 yrs old),
Internet,Fasal,3495,2018 (5 yrs old),
Consumer Electronics & Appliances,Inlead Electronics,3494,2004 (19 yrs old),
Education & Training,GRAVEIENS EDUSERVICES,3492,2017 (6 yrs old),
IT Services & Consulting,Globsyn-3rdLife,3493,2017 (6 yrs old),
Logistics,DUNZO DIGITAL,3491,,
Real Estate,Vipul,3490,,
Automobile,Sharayu Toyota,3489,2010 (13 yrs old),
IT Services & Consulting,Naresh i Technologies,3488,2004 (19 yrs old),
Education & Training,SIP Academy,3487,2003 (20 yrs old),
,STARTEK Aegis Customer Support Services,3486,,
,SKY LAB INFOTECH,3485,,
Automobile,Sharayu Toyota,3484,2010 (13 yrs old),
IT Services & Consulting,Naresh i Technologies,3600,2004 (19 yrs old),
Auto Components,"TVS Sreechakra LTD ,Tvs Tyres",3598,1997 (26 yrs old),
Marketing & Advertising,Omnicom Media Group,3599,1973 (50 yrs old),
Insurance,Europ Assistance India,3597,2007 (16 yrs old),
IT Services & Consulting,Roadmap IT Solutions,3595,2004 (19 yrs old),
IT Services & Consulting,Qualitas Global QA Labs,3596,2014 (9 yrs old),
Petrochemicals,Harrisons Malayalam,3594,1844 (179 yrs old),
Industrial Automation,Virtuoso Projects & Engineers,3593,2011 (12 yrs old),
IT Services & Consulting,Eidiko Systems Integrators,3592,2010 (13 yrs old),
Industrial Machinery,Mcnally Sayaji Engineering,3590,1961 (62 yrs old),
IT Services & Consulting,Ranosys Technologies,3591,2008 (15 yrs old),
IT Services & Consulting,K7 Computing,3588,1991 (32 yrs old),
Agro Chemicals,Indian Potash,3589,1955 (68 yrs old),
Non-Profit,Kotak Education Foundation,3587,2007 (16 yrs old),
IT Services & Consulting,Quaere e-Technologies,3586,2007 (16 yrs old),
IT Services & Consulting,Digital Aptech,3663,2012 (11 yrs old),
Software Product,Geometric,3585,1984 (39 yrs old),
FinTech,Sarvatra Technologies,3700,2000 (23 yrs old),
EdTech,Funfirst Global Skillers,3699,2001 (22 yrs old),
Healthcare,NMC Healthcare,3698,1974 (49 yrs old),
Education & Training,Kaivalya Education Foundation,3697,2008 (15 yrs old),
Recruitment,Morpheus Human Consulting,3696,2005 (18 yrs old),
Analytics & KPO,Customer Analytics,3695,1993 (30 yrs old),
Architecture & Interior Design,ARCOP Associates,3694,1970 (53 yrs old),
Telecom,Nextra Teleservices,3692,2006 (17 yrs old),
Real Estate,Gopalan Enterprises,3693,1984 (39 yrs old),
Banking,RBS Group,3690,,
Financial Services,Svasti Microfinance,3691,2008 (15 yrs old),
Ports & Shipping,Freight Systems,3689,1988 (35 yrs old),
Defence & Aerospace,MES,3688,1992 (31 yrs old),
Building Material,Usg Boral Building Products,3686,2014 (9 yrs old),
Retail,Reliance Lifestyle Holdings,3687,1973 (50 yrs old),
Automobile,Grace Toyota,3684,2001 (22 yrs old),
Education & Training,Edify School,3685,,
Real Estate,Century Real Estate,3683,1973 (50 yrs old),
IT Services & Consulting,IonIdea Interactive,3682,1991 (32 yrs old),
,Allied Jb Friction,3800,2011 (12 yrs old),
Media & Entertainment,Yamaha Music India,3798,2008 (15 yrs old),
Metals & Mining,R K Marbles,3799,1989 (34 yrs old),
Healthcare,Sunrise Hospital,3797,1958 (65 yrs old),
Engineering & Construction,Al Ansari Trading Enterprise LLC,3796,1975 (48 yrs old),
Hospitality,Sagar Ratna Restaurant,3793,1986 (37 yrs old),
Fashion & Textile,Sanathan Textiles,3794,2001 (22 yrs old),
Fashion & Textile,Khosla Profil,3795,1979 (44 yrs old),
Real Estate,Shree Balaji Group,3792,2005 (18 yrs old),
Automobile,Utkal Automobiles,3791,1955 (68 yrs old),
Beverage,The Beer Cafe,3790,2012 (11 yrs old),
Fashion & Textile,Creative Textile Mill,3789,2005 (18 yrs old),
BPO,Etech,3788,1997 (26 yrs old),
IT Services & Consulting,Risk Management Solutions,3787,1988 (35 yrs old),
Education & Training,IMS Learning Resources,3892,1977 (46 yrs old),
Recruitment,Pride Technologies,3786,1982 (41 yrs old),
Automobile,HERO ECOTECH,3785,2010 (13 yrs old),
Power,SunSource Energy,3899,2010 (13 yrs old),
Facility Management Services,Ardom Telecom,3900,2009 (14 yrs old),
Industrial Machinery,Orbit Technologies,3897,1995 (28 yrs old),
Retail,Mothercare,3898,1961 (62 yrs old),
Industrial Machinery,Sidel,3896,1965 (58 yrs old),
Engineering & Construction,Reinforced Earth,3895,2006 (17 yrs old),
IT Services & Consulting,codeMantra,3893,2004 (19 yrs old),
IT Services & Consulting,Aryan Imaging & Business Consultants,3894,2003 (20 yrs old),
Pharma,Thinq Pharma Cro,3891,2002 (21 yrs old),
IT Services & Consulting,Flytxt Mobile Solutions,3890,2008 (15 yrs old),
Healthcare,Bharti Hospital,3889,,
Printing & Publishing,Target Publications,3887,2006 (17 yrs old),
Retail,Vasant Masala,3888,1970 (53 yrs old),
Industrial Machinery,Kyb Conmat,3886,2002 (21 yrs old),
Non-Profit,WWF-India,3885,1969 (54 yrs old),
Education & Training,Indo European Educational Services,3884,2003 (20 yrs old),
IT Services & Consulting,Nxtgen Datacenter Cloud Technologies,3883,2012 (11 yrs old),
Engineering & Construction,Bader Al Mulla Brothers W L L,3882,1938 (85 yrs old),
Education & Training,Guru Nanak Public School,4000,1964 (59 yrs old),
Financial Services,Adhikar Microfinance,3999,2004 (19 yrs old),
Electronics Manufacturing,Lubi Electronics,3998,1965 (58 yrs old),
Automobile,Seva Automotive,3997,1985 (38 yrs old),
Fashion & Textile,Suryalakshmi Cotton Mills,3996,1962 (61 yrs old),
Medical Equipment,Disposafe Health And Life Care,3995,2007 (16 yrs old),
IT Services & Consulting,"Altruista Health, Inc",3994,2007 (16 yrs old),
IT Services & Consulting,Computer Junction,3993,1995 (28 yrs old),
Government,Dedicated Freight Corridor Corporation Of India,3992,2006 (17 yrs old),
Auto Components,Panasonic Energy India Co,3991,1972 (51 yrs old),
Metals & Mining,Tata Steel Mining,3990,2004 (19 yrs old),
Retail,Azadea Group,3989,1978 (45 yrs old),
Hospitality,Seven Seas Hotel,3988,1995 (28 yrs old),
Recruitment,AMBITION JOB,3987,1999 (24 yrs old),
BPO,VKALP Outsourcing Services,3986,2002 (21 yrs old),
Healthcare,Velammal Medical College Hospital & Research Institute,3985,2013 (10 yrs old),
IT Services & Consulting,Infocus Technologies,3984,2007 (16 yrs old),
Education & Training,Sikkim Manipal University,3983,1995 (28 yrs old),
Healthcare,Johari Digital Healthcare,4099,"HQ - Jodhpur, India Healthcare 51-200 Employees (India) Financial Services Public",
IT Services & Consulting,Secure Network Solutions,4001,2000 (23 yrs old),
Pharma,Sun Pharma Advanced Research Company,4100,2006 (17 yrs old),
Petrochemicals,Qatar Petrochemical Company,4098,1974 (49 yrs old),
Education & Training,Krishna Institute of Engineering & Technology,4097,1998 (25 yrs old),
Building Material,Ashtech INDIA,4096,1994 (29 yrs old),
Automobile,FortPoint Automotive,4095,1993 (30 yrs old),
IT Services & Consulting,AFour Technologies,4094,2007 (16 yrs old),
Building Material,KESORAM CEMENT,4092,,
Power,Harsha Abakus Solar,4093,2010 (13 yrs old),
Financial Services,Potomac Technologies,4091,,
Financial Services,Swarna Pragati Housing Microfinance,4090,2009 (14 yrs old),
Healthcare / Pharma,Post Graduate Institute of Medical Education and Research,4086,1963 (60 yrs old),
Power,Malpani Group,4087,1894 (129 yrs old),
Healthcare,Deen Dayal Upadhyay Hospital,4088,1970 (53 yrs old),
Internet,Career Mantra,4089,2008 (15 yrs old),
Oil & Gas,Ray International Llc Oman,4084,2005 (18 yrs old),
